StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40,Q40_Themes
12/7/2023 11:58,12/7/2023 12:01,IP Address,19,142,FALSE,12/14/2023 12:01,anonymous,EN,Yes,6-10 times a month,4,5,3,2,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2023 15:17,12/7/2023 15:18,IP Address,3,31,FALSE,12/14/2023 15:18,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2023 15:33,12/7/2023 15:35,IP Address,8,70,FALSE,12/14/2023 15:35,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2023 17:27,12/14/2023 17:34,IP Address,100,393,TRUE,12/14/2023 17:34,anonymous,EN,Yes,More than 10 times a month,4,2,1,5,3,,Yes,6-10 times a year,1,3,,2,,,,,Yes,,,,,,,3,Ecuador,Costa Rica,Colombia,Ecuador,Brazil,Peru,3,7,4,8,5,1,6,2,9,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Extremely important,Very important,Very important,Moderately important,Not at all important,Moderately important,Extremely important,Not at all important,Slightly important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities",,$100-$200,Extremely important,Extremely important,35-44,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
12/15/2023 7:37,12/15/2023 7:53,IP Address,100,962,TRUE,12/15/2023 7:53,anonymous,EN,Yes,More than 10 times a month,2,1,3,3,2,,Yes,More than 10 times a year,2,1,1,3,2,,,,Yes,,,,,,,50,Uganda,Tanzania,Colombia,Guyana,Colombia,Australia ,2,2,6,3,4,1,3,3,4,Travel time and cost,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Moderately important,Moderately important,Very important,Moderately important,Slightly important,Moderately important,Moderately important,Not at all important,Slightly important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications,Bird Fairs,Other (please specify)",eBird,$100-$200,Very important,Very important,55-64,Male,,United States of America,Master's degree,,United States of America,,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/8/2023 9:40,12/8/2023 9:46,IP Address,39,379,FALSE,12/15/2023 9:46,anonymous,EN,Yes,More than 10 times a month,3,3,5,5,4,Enjoying the flow of seasonality/phenology trends - who is here when; who stays the winter and who's new in town. ,Yes,1-5 times a year,5,5,2,5,4,"The ecology of traveling to look at rare birds is a concern, so I'd prefer to carpool in my hybrid car.",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2023 10:28,12/8/2023 10:29,IP Address,0,70,FALSE,12/15/2023 10:29,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2023 4:25,12/17/2023 4:35,IP Address,100,582,TRUE,12/17/2023 4:35,anonymous,EN,Yes,More than 10 times a month,1,4,5,2,3,,Yes,1-5 times a year,1,3,5,2,4,,,,Yes,,,,,,,20,Brazil,Malaysia,Antarctica,China,Australia ,New Zealand,3,2,1,4,5,8,9,6,7,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Extremely important,Extremely important,Slightly important,Moderately important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Birdwatching magazines or publications",,$400-$600,Very important,Very important,55-64,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White/Caucasian,"$400,000-$600,000",6-10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
12/11/2023 15:26,12/11/2023 15:31,IP Address,39,262,FALSE,12/18/2023 15:31,anonymous,EN,Yes,More than 10 times a month,1,3,4,2,5,,Yes,More than 10 times a year,3,1,4,2,5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2023 22:21,12/15/2023 22:23,IP Address,39,144,FALSE,12/22/2023 22:23,anonymous,EN,Yes,More than 10 times a month,4,5,4,3,1,,No,,,,,,,,"Comfort,Accessibility,Don't have information about where to go",,No,"Cost,Accessibility,Don't have information about where to go",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2023 9:59,12/28/2023 10:10,IP Address,100,702,TRUE,12/28/2023 10:10,anonymous,EN,Yes,1-5 times a month,1,2,3,4,3,Getting to know the birds most likely to see,Yes,More than 10 times a year,1,2,3,2,2,Learning area birds.,,,Yes,,,,,,,30,Belize,Costa Rica,Netherlands,Brazil,Colombia,New Zealand,3,5,4,4,2,2,6,2,1,New sites and comfort.,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Moderately important,Moderately important,Very important,Moderately important,Very important,Extremely important,Extremely important,Not at all important,Moderately important,Moderately important,Extremely important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$400-$600,Very important,Very important,65 or above,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",There are so many opportunities that it is sometime hard to decide.  Wish there were more customizable trip companies.,
12/28/2023 13:31,12/28/2023 13:44,IP Address,100,743,TRUE,12/28/2023 13:44,anonymous,EN,Yes,More than 10 times a month,1,5,3,2,4,I'm primarily a bird photographer so I prioritize sites that offer the best potential photo opportunities.,Yes,More than 10 times a year,1,5,3,1,2,,,,Yes,,,,,,,2,Canada,Mexico,,Ecuador,,,1,1,3,3,1,2,1,1,2,One that offers the best bird and most diverse non-bird (nature) photographic opportunities.,,,,,,,,,,,,,,,,,,,55-64,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I'm more of a bird photographer than a birder nowadays (began as a hardcore birder more than 50 years ago) so my priorities will differ from hardcore birders.  I also enjoy photographing insects (e.g., butterflies, dragonflies), mammals, reptiles, amphibians, etc. so that also factors into my choice of destinations.  I do still keep bird checklists (via eBird), however, even though my emphasis is on bird photography.  When not traveling alone, I go on guided birding trips with the goal of obtaining the most (and best) photo ops as possible, regardless of the species (or taxonomic group), rather than the most bird species.",birding secondary
12/29/2023 5:22,12/29/2023 5:32,IP Address,100,575,TRUE,12/29/2023 5:32,anonymous,EN,Yes,1-5 times a month,2,3,4,1,5,,Yes,1-5 times a year,2,3,4,1,5,,,,Yes,,,,,,,1,Norway,,,New Zealand,United Kingdom,United States,4,5,8,7,9,1,3,6,2,,,,,,,,,,,,,,,,,,,,35-44,Non-binary,,Australia,Master's degree,,Australia,White/Caucasian,"$100,000 - $200,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
1/11/2024 10:59,1/11/2024 11:11,IP Address,100,702,TRUE,1/11/2024 11:11,anonymous,EN,Yes,More than 10 times a month,3,2,1,5,4,"Depending on the kind of birds I feel like seeing on a particular day (ex. looking for warblers, waterbirds), the specific habitats offered by the local sites also influence my decision.",Yes,More than 10 times a year,3,2,1,4,5,,,,Yes,,,,,,,6,New Zealand,Australia,Spain,Costa Rica,Ecuador,Mexico,2,4,3,9,8,1,5,7,6,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly alone, occasionally with a group",Extremely important,Extremely important,Extremely important,Moderately important,Moderately important,Extremely important,Extremely important,Very important,Slightly important,Extremely important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter),Birdwatching magazines or publications",,$200-$400,Extremely important,Extremely important,18-24,Female,,United States of America,High school or equivalent,,United States of America,Asian,"Over $600,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","Often times I'll also bring my family with me when I do international birdwatching tours or experiences, so their safety and comfort, as well as their happiness with our country of choice to visit, is also really important in my decisions!

I'm also an undergraduate and member of our university birdwatching club, which is a really lovely way to socialize with other birders and gain access to farther birdwatching spots or pay for expenses by subsidizing them through university funds.",birding secondary
1/6/2024 19:03,1/6/2024 19:06,IP Address,39,194,FALSE,1/13/2024 19:06,anonymous,EN,Yes,6-10 times a month,2,3,1,4,5,,Yes,1-5 times a year,1,3,4,2,5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2024 15:07,1/11/2024 17:40,IP Address,39,9154,FALSE,1/18/2024 17:40,anonymous,EN,Yes,1-5 times a month,3,2,2,2,3,,No,,,,,,,,"Cost,Not interested",,No,"Cost,Not interested",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2024 2:59,1/21/2024 3:08,IP Address,100,532,TRUE,1/21/2024 3:08,anonymous,EN,Yes,1-5 times a month,5,3,4,1,2,I tend to choose sites that also have other flora/fauna present,Yes,1-5 times a year,5,2,4,1,3,Seeing species that are not present in my local environment!,,,Yes,,,,,,,3,New Zealand,United Kingdom,Costa Rica,,,,5,3,4,9,8,6,1,7,2,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Attended a bird festival/fair","Mostly alone, occasionally with a group",Moderately important,Very important,Moderately important,Extremely important,Moderately important,Moderately important,Not at all important,Moderately important,Moderately important,Extremely important,Moderately important,"Online search engines,Recommendations from friends or fellow birdwatchers",,$50-$100,Very important,Very important,25-34,Female,,United States of America,Master's degree,,Australia,White/Caucasian,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","'- accessibility via other methods of transportation (bike, walk, public transit) 
",accessibility
